algorithm,number of nodes,k,weight,run time
CNN,50,10,1951.3308181609227,0.012090099975466728
CR,50,10,1648.0054101560152,0.007188900024630129
CNN,50,10,1648.0054101560152,0.009590999921783805
CR,50,10,1672.072170923301,0.0071298000402748585
CNN,50,10,1672.072170923301,0.009666500031016767
CR,50,10,1699.9448141990579,0.007233399897813797
CNN,50,10,1699.9448141990579,0.009438299923203886
CR,50,10,1685.0588353385945,0.007223899941891432
CNN,50,10,1685.0588353385945,0.009965200093574822
CR,50,10,1648.0054101560154,0.007240100065246224
CNN,50,10,1648.0054101560154,0.009515899932011962
CR,50,10,1539.3964119787256,0.01194480003323406
CNN,50,10,1539.3964119787256,0.014561100048013031
CR,50,10,1537.9028996753268,0.011819700011983514
CNN,50,10,1537.9028996753268,0.014370699995197356
CR,50,10,1564.5014922802304,0.011814499972388148
CNN,50,10,1564.5014922802304,0.014199099969118834
CR,50,10,1562.895144439894,0.011784999980591238
CNN,50,10,1562.895144439894,0.014129900024272501
CR,50,10,1562.895144439894,0.011783000081777573
CNN,50,10,1562.895144439894,0.014416699996218085
CR,50,10,1557.6517230293775,0.014647700008936226
CNN,50,10,1557.6517230293775,0.016814299975521863
CR,50,10,1506.8766058537274,0.014540200005285442
CNN,50,10,1506.8766058537274,0.017124800011515617
CR,50,10,1557.990381746772,0.014684699941426516
CNN,50,10,1557.990381746772,0.01701370009686798
CR,50,10,1567.8952323801145,0.014659699983894825
CNN,50,10,1567.8952323801145,0.0171274000313133
CR,50,10,1523.470123201004,0.014508699998259544
CNN,50,10,1523.470123201004,0.0169834999833256
CR,50,10,1637.893761929981,0.00899780006147921
CNN,50,10,1637.893761929981,0.011257100035436451
CR,50,10,1663.4262425262684,0.008990100002847612
CNN,50,10,1663.4262425262684,0.01147789997048676
CR,50,10,1637.893761929981,0.008918599924072623
CNN,50,10,1637.893761929981,0.011251099989749491
CR,50,10,1663.4262425262684,0.008984099957160652
CNN,50,10,1663.4262425262684,0.011320900055579841
CR,50,10,1607.6754878370095,0.008976200013421476
CNN,50,10,1607.6754878370095,0.011275800061412156
CR,50,10,1557.9687758294374,0.008107600035145879
CNN,50,10,1557.9687758294374,0.010285200085490942
CR,50,10,1568.6302086073006,0.00799899990670383
CNN,50,10,1568.6302086073006,0.010322200017981231
CR,50,10,1621.2003252044287,0.007966100005432963
CNN,50,10,1621.2003252044287,0.010414500022307038
CR,50,10,1570.4737913686024,0.008166000014171004
CNN,50,10,1570.4737913686024,0.01087619992904365
CR,50,10,1568.6302086073006,0.00806290004402399
CNN,50,10,1568.6302086073006,0.0102881999919191
CR,50,10,1557.4515391004563,0.010345100075937808
CNN,50,10,1557.4515391004563,0.012796900002285838
CR,50,10,1553.5939114695036,0.010439699981361628
CNN,50,10,1553.5939114695036,0.012730099959298968
CR,50,10,1614.733680662322,0.01018610002938658
CNN,50,10,1614.733680662322,0.012545299949124455
CR,50,10,1612.62161009776,0.01026899996213615
CNN,50,10,1612.62161009776,0.012635299935936928
CR,50,10,1599.1170644386275,0.010347299976274371
CNN,50,10,1599.1170644386275,0.012781099998392165
CR,50,10,1790.7768942116227,0.011468699900433421
CNN,50,10,1838.220930679782,0.0162752999458462
CR,50,10,1629.0010090628236,0.011439400026574731
CNN,50,10,3026.7831319037537,0.01411540003027767
CR,50,10,1900.9090167560391,0.011356199975125492
CNN,50,10,1904.7663924963788,0.016523499973118305
CR,50,10,1617.3958909661185,0.011487299925647676
CNN,50,10,1658.3586077592904,0.01600740000139922
CR,50,10,1713.4289645739057,0.011533300043083727
CNN,50,10,1753.019122576833,0.016057100030593574
CR,50,10,1575.6272036448252,0.017229200107976794
CNN,50,10,1575.6272036448252,0.019490899983793497
CR,50,10,1545.6887308918176,0.01711819996125996
CNN,50,10,1545.6887308918176,0.019666500040329993
CR,50,10,1590.73558100248,0.017213899991475046
CNN,50,10,1590.73558100248,0.01950539997778833
CR,50,10,1589.9066829417584,0.017251000041142106
CNN,50,10,1589.9066829417584,0.019641099963337183
CR,50,10,1543.4227050230404,0.017113400041125715
CNN,50,10,1543.4227050230404,0.019800500012934208
CR,50,10,1894.489090930413,0.013574400101788342
CNN,50,10,1999.1077452182972,0.019227599957957864
CR,50,10,1989.9196371361986,0.013431300059892237
CNN,50,10,2005.231010859104,0.01963699993211776
CR,50,10,1887.7654317276617,0.013371999957598746
CNN,50,10,1902.5409434282985,0.018982699955813587
CR,50,10,1913.302083845183,0.01352849998511374
CNN,50,10,1935.354278978592,0.019012800068594515
CR,50,10,1897.0408370710504,0.013472799910232425
CNN,50,10,1897.6284415708096,0.0193896999116987
CR,50,10,1671.9771357769848,0.010843000025488436
CNN,50,10,1748.2727250481921,0.01542800001334399
CR,50,10,1591.5924516756324,0.010825100005604327
CNN,50,10,3079.4475105658457,0.01344399992376566
CR,50,10,1865.6495147293683,0.01059950003400445
CNN,50,10,1876.4054886624144,0.015342699945904315
CR,50,10,1790.6211314130928,0.01059199997689575
CNN,50,10,1866.4957277292647,0.015393399982713163
CR,50,10,1814.0465632444452,0.010674800025299191
CNN,50,10,1821.592186891015,0.015493000042624772
CR,50,10,1583.8924159321416,0.007074099965393543
CNN,50,10,1618.6561777417353,0.012206200044602156
CR,50,10,1453.1796357762703,0.006708999979309738
CNN,50,10,1508.23782346955,0.011191400000825524
CR,50,10,1691.7348687809395,0.006779000046662986
CNN,50,10,1724.973666660912,0.012130899936892092
CR,50,10,1522.0802622625015,0.006844000075943768
CNN,50,10,1573.923220193113,0.011592999915592372
CR,50,10,1521.3584175864244,0.006661799969151616
CNN,50,10,1532.5539074404132,0.011210400029085577
CR,50,10,1594.1344177007177,0.007333400077186525
CNN,50,10,1594.1344177007177,0.009787300019524992
CR,50,10,1594.1344177007177,0.007382299983873963
CNN,50,10,1594.1344177007177,0.010272499988786876
CR,50,10,1561.0836615516025,0.007361399941146374
CNN,50,10,1561.0836615516025,0.009816700010560453
CR,50,10,1561.0836615516027,0.007550099981017411
CNN,50,10,1561.0836615516027,0.010404299944639206
CR,50,10,1561.083661551603,0.0075060001108795404
CNN,50,10,1561.083661551603,0.009902400081045926
CR,50,10,1693.9676882164708,0.00849280005786568
CNN,50,10,1693.9676882164708,0.010995800024829805
CR,50,10,1730.0536649146798,0.008374499971978366
CNN,50,10,1730.0536649146798,0.010938199935480952
CR,50,10,1730.0536649146802,0.008417699951678514
CNN,50,10,1730.0536649146802,0.010959799983538687
CR,50,10,1722.792457960465,0.00857399997767061
CNN,50,10,1722.792457960465,0.011439300025813282
CR,50,10,1730.4459652683067,0.008644000045023859
CNN,50,10,1730.4459652683067,0.011668800027109683
CR,50,10,1593.3608813357316,0.00894600001629442
CNN,50,10,1593.3608813357316,0.011562000028789043
CR,50,10,1614.8834031626934,0.008925399975851178
CNN,50,10,1614.8834031626934,0.011635600007139146
CR,50,10,1614.8834031626932,0.008767300052568316
CNN,50,10,1614.8834031626932,0.011690299957990646
CR,50,10,1589.4656719893833,0.00863329996354878
CNN,50,10,1589.4656719893833,0.011181200039573014
CR,50,10,1589.4656719893833,0.008781300042755902
CNN,50,10,1589.4656719893833,0.011688999948091805
CR,50,10,1540.1352005917015,0.007096200017258525
CNN,50,10,1570.1289622341617,0.01179949997458607
CR,50,10,1878.78415821633,0.007012300076894462
CNN,50,10,1886.803886906806,0.012013899977318943
CR,50,10,1859.755660248987,0.007048300001770258
CNN,50,10,1912.8449143790729,0.011735399952158332
CR,50,10,1774.2736319178312,0.00705829996149987
CNN,50,10,1842.6756967032466,0.012347100069746375
CR,50,10,1999.3464671980648,0.007054299931041896
CNN,50,10,2023.4477924392788,0.012186500011011958
CR,50,10,1643.6724732362634,0.007742599933408201
CNN,50,10,1643.6724732362634,0.010879000066779554
CR,50,10,1643.6724732362634,0.00771040003746748
CNN,50,10,1643.6724732362634,0.010238199960440397
CR,50,10,1863.4229951260406,0.007636899943463504
CNN,50,10,1929.7202890914796,0.012654499965719879
CR,50,10,1777.8795986964822,0.007718500099144876
CNN,50,10,1777.9281978223198,0.012494600028730929
CR,50,10,1637.7966332835524,0.007756299921311438
CNN,50,10,1637.7966332835524,0.01046470005530864
CR,50,10,1499.3305957345615,0.009751600096933544
CNN,50,10,1499.3305957345615,0.01264259999152273
CR,50,10,1514.0273888016536,0.010158400051295757
CNN,50,10,1514.0273888016536,0.01319960004184395
CR,50,10,1499.330595734561,0.010291900020092726
CNN,50,10,1499.330595734561,0.012814800022169948
CR,50,10,1499.3305957345608,0.010276900022290647
CNN,50,10,1499.3305957345608,0.012675299891270697
CR,50,10,1497.505989423802,0.010261399904266
CNN,50,10,1497.505989423802,0.012645700015127659
CR,50,10,1472.5792739712979,0.015223999973386526
CNN,50,10,1472.5792739712979,0.01778339990414679
CR,50,10,1467.160580073018,0.01523400004953146
CNN,50,10,1467.160580073018,0.017845600028522313
CR,50,10,1477.36507175634,0.015439399983733892
CNN,50,10,1477.36507175634,0.017748999991454184
CR,50,10,1472.579273971298,0.015190599951893091
CNN,50,10,1472.579273971298,0.017653200076892972
CR,50,10,1487.3576145240866,0.015312400064431131
CNN,50,10,1487.3576145240866,0.017576999962329865
CR,50,10,1597.0360605467806,0.012170400004833937
CNN,50,10,1597.0360605467806,0.014717799960635602
CR,50,10,1613.2047490853824,0.012081399909220636
CNN,50,10,1613.2047490853824,0.014489600085653365
CR,50,10,1535.5525158443836,0.012031799997203052
CNN,50,10,1535.5525158443836,0.014547999948263168
CR,50,10,1612.6944212345197,0.01208570005837828
CNN,50,10,1612.6944212345197,0.014569599996320903
CR,50,10,1607.0728575124012,0.01219639996998012
CNN,50,10,1607.0728575124012,0.015453500091098249
CR,50,10,1667.3649474163428,0.007995799998752773
CNN,50,10,1667.3649474163428,0.010178200085647404
CR,50,10,1667.896866321641,0.00795749993994832
CNN,50,10,1667.896866321641,0.010405800072476268
CR,50,10,2057.9646970963977,0.00807019998319447
CNN,50,10,2058.8538799721346,0.01308840001001954
CR,50,10,1673.0531021978547,0.0080422000028193
CNN,50,10,1673.0531021978547,0.010398700018413365
CR,50,10,1965.0266228698742,0.00809229991864413
CNN,50,10,1967.4033951721142,0.01282510010059923
CR,50,10,1553.1328294878458,0.014079199987463653
CNN,50,10,1553.1328294878458,0.016014100052416325
CR,50,10,1546.050804641655,0.013927699998021126
CNN,50,10,1546.050804641655,0.01605029997881502
CR,50,10,1535.2636832692187,0.013526299968361855
CNN,50,10,1535.2636832692187,0.016064500086940825
CR,50,10,1548.776596799431,0.013826399925164878
CNN,50,10,1548.776596799431,0.016319200047291815
CR,50,10,1547.5072886062571,0.013631499954499304
CNN,50,10,1547.5072886062571,0.016046400065533817
CR,50,10,1617.3481431545547,0.011131700011901557
CNN,50,10,1617.3481431545547,0.0133790000109002
CR,50,10,1585.0337753140557,0.011148300021886826
CNN,50,10,1585.0337753140557,0.014108299976214767
CR,50,10,1585.0337753140554,0.011269500013440847
CNN,50,10,1585.0337753140554,0.013748500030487776
CR,50,10,1644.425276479756,0.011347899911925197
CNN,50,10,1644.425276479756,0.013607700006105006
CR,50,10,1604.5631659071034,0.011110099963843822
CNN,50,10,1604.5631659071034,0.013555699959397316
CR,50,10,1602.288702130177,0.008207399980165064
CNN,50,10,1602.288702130177,0.010477700037881732
CR,50,10,1615.337612239363,0.008205399964936078
CNN,50,10,1615.337612239363,0.010941799962893128
CR,50,10,1621.7952656128302,0.008307300042361021
CNN,50,10,1621.7952656128302,0.012114800047129393
CR,50,10,1628.4179116728385,0.01198319997638464
CNN,50,10,1628.4179116728385,0.011135100037790835
CR,50,10,1618.472342658145,0.008152800030075014
CNN,50,10,1618.472342658145,0.010411399998702109
CR,50,10,1454.8665020414833,0.007628199993632734
CNN,50,10,1454.8665020414833,0.009915300062857568
CR,50,10,1456.5509310951147,0.0076642000349238515
CNN,50,10,1456.5509310951147,0.010260800016112626
CR,50,10,1515.421891266656,0.007682699942961335
CNN,50,10,1515.421891266656,0.009988200035877526
CR,50,10,1456.5509310951147,0.007871399982832372
CNN,50,10,1456.5509310951147,0.010139500023797154
CR,50,10,1498.1273269261983,0.0076682999497279525
CNN,50,10,1498.1273269261983,0.01003650005441159
CR,50,10,1626.281507781868,0.020959199988283217
CNN,50,10,1626.281507781868,0.023177299997769296
CR,50,10,1603.2812272315932,0.020573000074364245
CNN,50,10,1603.2812272315932,0.022974399966187775
CR,50,10,1625.5573333103878,0.02148460003081709
CNN,50,10,1625.5573333103878,0.022984500043094158
CR,50,10,1560.5695542423493,0.020796200027689338
CNN,50,10,1560.5695542423493,0.02311319997534156
CR,50,10,1635.7420140855907,0.02070240001194179
CNN,50,10,1635.7420140855907,0.023185000056400895
CR,50,10,1644.3344188668423,0.010168900014832616
CNN,50,10,1644.3344188668423,0.012646500021219254
CR,50,10,1669.946917774319,0.01000690006185323
CNN,50,10,1669.946917774319,0.012343299924395978
CR,50,10,1654.965554732108,0.010017500026151538
CNN,50,10,1654.965554732108,0.012327999924309552
CR,50,10,1634.6848578899978,0.01001999992877245
CNN,50,10,1634.6848578899978,0.012392799952067435
CR,50,10,1716.940267443352,0.010003100032918155
CNN,50,10,1716.940267443352,0.012766800005920231
CR,50,10,1645.8062756787474,0.00577970000449568
CNN,50,10,1660.8004742023568,0.01021129998844117
CR,50,10,1763.8511313752074,0.005728899966925383
CNN,50,10,1765.46222205576,0.010552300023846328
CR,50,10,1620.4457343741424,0.005736500024795532
CNN,50,10,1620.4457343741424,0.008021000074222684
CR,50,10,1754.6794914431343,0.005671699997037649
CNN,50,10,1756.9517569219029,0.010250900057144463
CR,50,10,1756.2944841530564,0.005741600063629448
CNN,50,10,1801.7772076604638,0.010402000043541193
CR,50,10,1877.7735624232675,0.0055077000288292766
CNN,50,10,1879.166779840468,0.010563299991190434
CR,50,10,1651.9570315198755,0.005521200015209615
CNN,50,10,1619.306434193961,0.009876800002530217
CR,50,10,1817.3431482210472,0.005467600072734058
CNN,50,10,1878.5359601416344,0.010246000019833446
CR,50,10,1690.153010928753,0.005377100082114339
CNN,50,10,1749.0268453068554,0.009734699968248606
CR,50,10,1693.9183677027154,0.005375300068408251
CNN,50,10,1695.1699161696663,0.009703299961984158
CR,50,10,1495.4388326747387,0.008852200000546873
CNN,50,10,1495.4388326747387,0.011161400005221367
CR,50,10,1532.8242774812784,0.008970600087195635
CNN,50,10,1532.8242774812784,0.011383999953977764
CR,50,10,1532.8242774812782,0.00897989992517978
CNN,50,10,1532.8242774812782,0.011257600039243698
CR,50,10,1520.2378806143038,0.008831200073473155
CNN,50,10,1520.2378806143038,0.011265699984505773
CR,50,10,1537.767479574546,0.008797099930234253
CNN,50,10,1537.767479574546,0.011246200068853796
CR,50,10,1621.1152535644358,0.012524399906396866
CNN,50,10,1621.1152535644358,0.014922000002115965
CR,50,10,1611.5364832141047,0.012472999980673194
CNN,50,10,1611.5364832141047,0.015027599991299212
CR,50,10,1586.4984973934618,0.012469499954022467
CNN,50,10,1586.4984973934618,0.014764600084163249
CR,50,10,1596.0858690745551,0.012414700002409518
CNN,50,10,1596.0858690745551,0.014756600023247302
CR,50,10,1592.6214082413037,0.012362599954940379
CNN,50,10,1592.6214082413037,0.014854799956083298
CR,50,10,1839.825707409048,0.007299299933947623
CNN,50,10,1902.6805911246056,0.012216300005093217
CR,50,10,1822.5277460723812,0.007324099889956415
CNN,50,10,1832.8993835301246,0.01208369992673397
CR,50,10,1765.2416070887493,0.007354100001975894
CNN,50,10,1812.5237034433303,0.013184799929149449
CR,50,10,1668.2322706814812,0.007440399960614741
CNN,50,10,1699.969253099455,0.011863100109621882
CR,50,10,1643.2628301413636,0.007303200080059469
CNN,50,10,1647.797174173949,0.011971900006756186
CR,50,10,1593.0841969508417,0.017640399979427457
CNN,50,10,1593.0841969508417,0.019663500017486513
CR,50,10,1565.6747761780348,0.01734359993133694
CNN,50,10,1565.6747761780348,0.01957060000859201
CR,50,10,1562.363455644441,0.017382699996232986
CNN,50,10,1562.363455644441,0.019989100052043796
CR,50,10,1588.4026148525936,0.01741470000706613
CNN,50,10,1588.4026148525936,0.019578299950808287
CR,50,10,1565.674776178035,0.017415700014680624
CNN,50,10,1565.674776178035,0.01960869994945824
CR,50,10,1440.3964076500265,0.008535900036804378
CNN,50,10,1440.3964076500265,0.010983900050632656
CR,50,10,1448.8857484105642,0.008431700058281422
CNN,50,10,1448.8857484105642,0.010726899956353009
CR,50,10,1448.8857484105638,0.008410700014792383
CNN,50,10,1448.8857484105638,0.010873700026422739
CR,50,10,1418.8032955658707,0.008477299939841032
CNN,50,10,1418.8032955658707,0.010734400013461709
CR,50,10,1422.9708415659452,0.00839480001013726
CNN,50,10,1422.9708415659452,0.010912799974903464
CR,50,10,1595.6051969573455,0.0058475000550970435
CNN,50,10,1607.4348655653125,0.010211599990725517
CR,50,10,1556.0637804533594,0.005858499906025827
CNN,50,10,1572.6421815399692,0.010441499995067716
CR,50,10,1495.4814451351451,0.005767600028775632
CNN,50,10,1495.4814451351451,0.00805539998691529
CR,50,10,1493.7118689903298,0.005782799911685288
CNN,50,10,1493.7118689903298,0.008075199904851615
CR,50,10,1495.6374448501679,0.00577519997023046
CNN,50,10,1495.6374448501679,0.008051699958741665
CR,50,10,2070.3908533989143,0.01598499994724989
CNN,50,10,2077.1707661220757,0.021997099975124
CR,50,10,1930.797898857652,0.015965899918228388
CNN,50,10,1953.1123069228613,0.02118120004888624
CR,50,10,1954.6486471706348,0.0158813000889495
CNN,50,10,1984.6784939537997,0.021428999956697226
CR,50,10,2027.7661338125115,0.01598200004082173
CNN,50,10,2061.1157920608007,0.02181669999845326
CR,50,10,1963.8678363382385,0.01593039999715984
CNN,50,10,1964.2592150056355,0.021811599959619343
CR,50,10,1560.1611041924764,0.0046530000399798155
CNN,50,10,1560.1611041924764,0.006903500063344836
CR,50,10,1567.1808687917714,0.004431999986991286
CNN,50,10,1567.1808687917714,0.006891899975016713
CR,50,10,1564.9101923144765,0.004474499961361289
CNN,50,10,1564.9101923144765,0.006751199951395392
CR,50,10,1567.1808687917714,0.004432399990037084
CNN,50,10,1567.1808687917714,0.006740199984051287
CR,50,10,1560.1611041924764,0.004411399946548045
CNN,50,10,1560.1611041924764,0.006912100012414157
CR,50,10,1613.087167368415,0.011821600026451051
CNN,50,10,1613.087167368415,0.014147500041872263
CR,50,10,1585.3073996706785,0.011820100015029311
CNN,50,10,1585.3073996706785,0.01412870001513511
CR,50,10,1602.8870630540696,0.011764700058847666
CNN,50,10,1602.8870630540696,0.014630299992859364
CR,50,10,1578.8541007209021,0.0118765999795869
CNN,50,10,1578.8541007209021,0.014178900048136711
CR,50,10,1578.68329041286,0.011765100061893463
CNN,50,10,1578.68329041286,0.014180699945427477
CR,50,10,1659.3933958994771,0.008030599914491177
CNN,50,10,1659.3933958994771,0.010032600024715066
CR,50,10,1968.1811604496727,0.007769900024868548
CNN,50,10,1988.2956362304672,0.01245879998896271
CR,50,10,1663.951721742906,0.007713799946941435
CNN,50,10,1663.951721742906,0.010239200084470212
CR,50,10,1828.2558011391648,0.007942500058561563
CNN,50,10,1845.910420977318,0.012680099927820265
